IP Address	Number of Adjacencies
209.189.90.227	8
9.244.182.66	11
14.188.174.88	4
192.131.122.149	5
185.17.45.150	8
233.225.78.156	13
82.191.184.139	7
246.200.138.29	8
76.116.214.126	5
13.3.16.144	8
59.97.11.80	9
160.91.171.154	11
113.93.199.48	5
4.200.180.109	15
90.63.51.37	9
230.219.37.3	6
27.202.183.40	7
54.146.135.170	5
90.28.180.199	2
70.166.204.110	6
152.162.225.66	7
164.49.124.181	6
191.89.68.4	9
222.153.100.231	7
127.30.200.248	15
219.159.20.200	5
219.153.149.90	9
23.28.224.68	5
163.250.176.241	9
111.157.95.153	4
82.123.172.220	6
152.160.107.161	9
252.136.62.35	8
127.33.67.206	7
103.155.17.223	10
159.72.70.232	6
222.45.107.134	10
146.115.102.16	10
101.31.42.245	8
80.183.243.174	8
75.109.140.34	16
194.233.182.240	4
48.142.40.216	4
200.38.4.150	8
83.204.235.25	4
152.88.127.104	6
194.180.249.133	9
130.192.239.152	9
168.80.62.82	6
109.100.75.250	9
237.249.251.9	9
1.102.139.17	6
17.35.40.189	9
212.4.68.205	5
238.99.34.232	7
76.45.88.47	10
167.104.5.163	4
217.173.183.182	6
227.58.250.194	4
2.45.241.36	7
15.50.142.99	8
228.98.48.79	4
159.209.239.127	10
98.153.89.156	7
107.197.139.88	6
15.252.58.182	2
109.149.70.46	8
161.226.36.147	3
147.83.146.128	7
185.72.163.8	5
200.61.239.215	5
59.120.185.83	3
148.71.103.238	12
228.213.42.210	5
58.152.91.249	7
8.126.149.23	6
51.40.35.136	3
95.185.114.186	8
11.160.195.201	3
177.178.232.249	4
99.85.94.235	9
129.80.63.42	4
80.161.88.211	12
186.163.192.204	3
219.89.235.138	5
49.192.221.94	6
245.226.2.88	5
169.150.93.102	6
14.251.160.134	8
32.202.69.162	4
25.27.15.222	8
105.195.245.206	10
209.94.237.140	4
97.227.156.40	10
4.120.65.101	7
143.129.120.71	10
83.103.125.87	15
150.240.187.230	10
166.113.26.176	10
22.222.70.17	8
67.40.34.113	9
156.38.227.3	1
20.116.33.50	8
42.203.236.138	8
44.178.83.13	8
114.109.13.19	11
209.251.148.216	5
168.129.203.114	7
169.159.133.66	10
88.74.84.157	8
8.134.22.108	11
120.176.20.173	10
247.209.13.226	7
174.168.232.64	5
89.215.43.221	7
107.128.231.49	5
40.34.170.116	7
113.243.20.147	7
57.70.243.5	9
114.237.118.60	11
136.47.191.221	9
148.32.105.98	6
161.247.194.101	5
35.99.126.201	6
56.192.63.150	10
80.28.220.189	3
202.82.86.48	7
180.134.189.146	9
237.119.239.167	8
134.252.184.75	9
237.159.244.54	5
31.33.190.242	10
98.250.7.68	6
107.132.237.248	7
201.172.10.75	6
137.40.205.172	3
9.108.178.111	10
117.85.188.106	12
205.254.178.174	9
34.111.153.108	11
98.113.222.36	3
221.87.4.210	3
174.15.132.87	5
13.227.97.74	7
138.117.104.86	8
111.113.237.193	8
46.143.13.45	10
99.22.158.143	5
17.63.108.223	4
101.128.50.162	5
39.191.5.245	6
174.23.230.33	10
235.97.39.241	10
239.109.57.211	3
51.162.200.241	6
54.2.65.42	8
76.230.253.220	4
201.69.230.218	6
137.4.175.17	4
205.128.173.172	6
48.136.104.62	4
7.53.62.50	5
36.50.52.170	4
75.147.178.95	13
118.121.58.199	5
139.95.82.34	6
81.4.13.57	8
2.81.231.243	9
185.209.173.145	5
60.254.49.208	9
160.27.133.226	6
101.49.132.113	9
201.170.233.59	7
14.236.43.32	4
117.228.69.89	7
211.146.129.247	7
132.225.44.79	10
78.185.143.241	6
109.40.56.151	8
163.174.212.129	7
196.131.154.44	6
199.211.56.72	6
43.54.102.86	9
100.129.21.176	8
215.233.223.219	5
216.2.149.163	14
166.153.19.207	8
3.254.244.172	6
3.153.28.139	5
5.31.77.27	9
13.97.2.178	5
104.137.149.114	14
153.173.81.107	2
53.231.32.49	8
200.161.76.157	6
70.253.250.55	5
209.42.125.188	8
222.41.175.30	7
214.34.108.99	5
224.161.172.220	7
229.121.29.67	2
116.161.46.109	4
55.239.215.221	5
162.63.228.242	15
221.168.137.247	6
237.247.17.144	8
251.87.65.61	8
149.44.37.220	11
138.123.252.175	3
122.202.184.142	6
29.81.208.147	8
42.122.136.96	7
3.76.247.152	10
43.87.42.212	6
158.70.24.233	5
90.251.54.176	7
231.25.3.162	6
2.79.34.197	5
42.152.154.235	6
198.239.241.156	8
122.219.167.110	5
149.158.66.253	8
172.114.18.178	7
189.142.32.167	4
151.151.29.62	8
28.153.215.56	6
49.228.131.84	3
146.191.9.39	8
49.214.20.7	7
229.6.100.66	12
161.44.53.218	9
124.251.216.233	7
127.148.163.209	14
52.18.186.61	6
126.218.106.22	6
149.248.83.242	3
165.111.187.166	8
209.214.243.167	6
188.10.18.220	11
199.130.21.11	8
226.164.130.46	6
55.156.169.219	9
209.57.97.169	5
217.36.161.227	9
170.121.43.3	3
171.88.66.211	4
172.39.57.30	10
235.14.221.97	6
70.30.25.169	7
87.198.158.47	4
68.157.107.8	7
175.191.62.88	6
208.178.59.75	9
235.208.230.26	8
244.128.111.242	7
20.84.134.101	9
253.50.13.178	5
51.51.223.56	8
13.163.109.29	7
156.31.32.247	4
232.253.253.107	6
254.40.224.208	9
254.61.55.183	5
42.48.19.222	9
153.244.126.45	8
39.35.125.185	8
133.189.20.67	5
172.170.101.57	7
249.199.45.77	6
155.99.138.243	6
20.197.161.246	5
253.116.27.206	7
99.45.83.180	11
78.108.85.160	9
230.158.121.225	5
48.123.138.161	8
39.86.145.40	7
228.231.162.184	10
235.254.253.200	6
137.35.251.223	7
12.173.249.95	7
151.153.219.120	3
85.223.21.204	4
23.217.8.201	6
195.54.85.158	9
150.211.192.99	9
8.130.50.48	7
86.2.59.249	8
197.181.135.223	14
141.114.176.51	9
179.167.222.251	7
42.37.106.69	11
14.108.216.206	8
30.169.123.19	4
55.70.49.248	7
25.231.80.104	8
144.103.109.96	7
126.42.59.250	8
181.253.190.167	7
27.92.170.19	8
198.152.174.119	7
87.158.140.20	7
212.151.228.129	7
216.48.151.40	8
216.207.61.169	8
219.176.137.200	3
225.24.200.63	7
173.48.2.242	9
147.200.31.207	6
56.105.80.65	4
86.158.217.114	6
177.130.96.13	5
210.98.83.118	7
174.25.39.187	7
10.164.253.210	8
25.219.115.152	11
119.41.161.254	8
62.76.79.16	8
161.14.38.27	6
116.5.221.79	5
150.97.47.24	12
172.32.208.212	6
175.55.236.159	9
235.72.108.125	7
51.69.3.16	7
74.92.215.95	3
89.71.211.136	10
66.144.124.172	8
73.61.59.192	7
162.41.104.113	6
7.193.196.45	11
188.109.19.11	10
167.169.167.39	7
237.146.23.108	8
213.118.161.9	8
237.167.120.128	7
234.189.221.106	7
249.93.63.239	14
130.187.122.17	2
252.248.92.134	7
16.110.85.221	8
54.155.196.75	13
144.51.2.85	4
151.72.15.246	8
29.224.228.140	8
227.219.144.118	6
173.36.83.249	7
78.91.167.122	5
126.181.3.24	10
22.230.212.124	6
4.51.194.190	8
10.181.132.235	11
21.170.206.84	5
80.52.219.50	9
23.230.172.172	5
149.144.129.12	6
16.173.249.120	3
60.208.64.250	4
112.40.186.227	6
119.51.81.82	7
132.116.154.62	2
234.185.3.22	3
5.115.143.189	9
32.20.246.206	8
87.213.139.107	9
100.8.106.95	7
191.77.27.138	7
211.62.20.113	7
141.254.62.249	7
219.103.109.173	6
68.1.9.46	10
98.188.51.164	9
4.108.244.179	4
159.148.228.27	6
120.237.106.251	7
58.153.1.17	4
132.217.136.63	6
17.134.90.93	8
150.167.252.127	8
161.94.52.20	7
219.25.205.178	5
33.87.173.36	10
9.246.141.146	6
163.119.119.240	7
226.93.152.107	5
172.157.207.138	7
235.186.42.215	10
237.182.184.160	5
130.177.35.76	4
180.94.106.152	8
185.110.116.209	6
216.77.43.240	12
20.105.57.216	8
157.69.20.161	10
200.104.72.254	7
48.70.109.119	5
83.141.235.85	8
132.140.168.177	3
148.214.145.187	6
5.52.58.223	14
184.44.197.220	4
150.196.92.131	9
183.108.66.244	6
19.243.45.170	9
7.203.76.215	6
76.170.153.8	7
30.18.108.194	7
183.93.43.32	6
184.240.52.180	7
189.102.40.178	7
170.207.171.32	6
244.35.46.133	2
28.176.63.179	9
64.197.181.113	5
80.218.141.206	8
42.122.127.117	4
253.126.186.190	7
142.192.195.177	6
87.26.166.60	3
249.60.104.193	9
214.108.77.3	9
102.53.67.110	1
175.250.112.105	8
38.111.133.154	5
198.72.180.209	3
136.174.194.188	3
174.121.215.145	8
13.115.106.78	7
146.247.64.251	10
107.6.201.28	6
163.98.116.43	10
100.209.200.245	3
109.70.230.70	6
216.146.132.223	3
78.25.120.177	8
127.86.161.215	11
37.247.29.165	11
29.132.64.31	4
103.183.90.176	10
174.219.201.73	13
37.145.70.52	6
211.215.196.176	8
23.38.78.100	10
251.55.76.170	11
221.137.175.72	5
234.31.51.130	7
18.80.188.123	9
242.72.54.27	5
101.85.8.25	9
253.34.147.234	6
189.119.232.32	13
188.78.209.62	6
22.101.75.95	7
203.223.163.131	8
94.3.200.104	5
154.45.181.165	11
191.223.182.183	2
199.5.248.250	8
236.59.19.20	8
234.118.51.161	8
112.168.80.223	11
114.228.96.80	15
2.65.232.60	8
232.168.96.144	6
165.199.35.221	5
130.101.116.34	10
80.18.250.82	6
101.229.14.118	7
105.80.117.249	4
180.52.30.132	7
55.81.199.174	11
6.101.54.181	10
214.151.76.123	6
160.252.217.241	2
122.116.82.146	11
156.110.53.207	11
213.36.40.203	6
236.145.2.169	10
238.82.241.64	8
143.29.48.81	5
208.227.41.227	10
80.158.21.235	9
214.235.171.192	5
222.30.95.102	10
99.19.71.58	9
130.220.160.235	5
249.20.125.101	8
62.73.206.115	6
121.92.8.190	10
49.210.165.182	7
54.68.137.98	6
17.86.34.174	10
42.54.19.139	4
74.228.96.215	10
138.122.64.213	8
230.11.232.166	4
172.76.209.27	6
141.83.22.68	8
185.105.72.209	5
36.187.252.146	8
237.75.214.211	9
65.240.187.240	7
55.46.56.1	5
212.176.105.118	2
4.195.37.41	6
21.246.104.111	5
248.27.56.171	5
53.19.60.148	11
158.17.77.55	5
71.156.2.1	7
220.237.209.149	3
236.200.207.21	8
53.174.229.92	4
132.37.46.158	8
84.191.209.44	2
244.217.41.175	5
242.68.35.57	12
59.219.5.246	10
140.118.3.184	9
94.5.95.153	5
93.209.202.249	10
144.234.174.92	9
153.98.28.96	8
99.51.216.152	9
238.14.54.83	5
139.149.75.238	6
179.79.43.49	9
168.128.100.162	8
114.198.162.7	7
29.250.6.249	5
68.32.58.144	6
78.116.7.241	9
107.114.122.136	6
145.195.1.82	6
198.220.86.107	8
20.126.128.84	10
42.117.13.88	9
3.206.103.171	9
70.51.254.78	11
218.174.228.216	9
68.191.74.31	4
9.240.17.115	8
14.114.190.225	6
16.81.14.2	12
93.15.135.51	6
41.36.135.128	2
72.84.139.75	0
171.77.100.125	12
237.145.123.186	4
74.167.90.4	12
81.159.79.177	6
32.38.159.166	3
58.133.251.71	7
61.168.79.232	11
62.18.203.247	11
63.171.7.38	7
124.169.75.124	4
139.48.82.185	6
30.203.156.249	8
117.229.60.65	7
33.234.186.7	10
23.60.67.253	6
143.106.150.139	4
157.121.244.212	11
177.37.170.152	7
177.131.25.162	5
190.153.221.35	8
196.150.231.246	10
33.65.219.237	7
107.103.169.213	5
112.245.52.49	5
187.90.1.30	5
129.39.77.250	5
216.227.193.199	6
229.13.42.193	6
229.170.32.178	8
220.149.74.75	7
231.25.114.242	8
244.67.92.254	1
127.72.40.162	6
220.31.59.51	2
87.196.245.251	5
119.125.19.67	9
105.124.65.219	1
10.110.118.62	7
240.152.9.182	5
117.66.123.131	5
131.163.121.47	10
56.112.19.237	7
56.188.234.32	12
81.65.183.140	7
157.119.173.92	7
18.196.142.104	5
48.155.124.40	7
82.147.178.21	2
165.139.160.57	3
28.85.223.34	7
10.116.14.17	7
14.250.172.242	6
85.130.217.110	5
138.54.245.153	13
147.75.118.40	10
230.231.192.169	7
248.223.128.203	6
252.157.110.208	5
4.241.187.223	6
37.64.98.76	2
97.184.242.200	10
29.185.43.193	5
101.200.127.191	8
186.161.238.60	4
245.170.218.139	5
247.126.90.251	10
47.65.88.112	10
168.208.198.251	10
18.124.218.100	5
90.195.159.24	3
122.247.34.29	7
146.74.193.47	6
188.11.102.19	2
216.187.253.30	4
94.23.56.36	7
49.140.162.125	8
102.114.4.250	9
108.165.191.63	4
200.253.59.15	7
9.41.16.68	9
217.109.13.192	7
234.135.11.36	6
81.94.34.113	4
167.228.151.63	3
224.182.134.50	8
23.72.40.78	8
215.143.113.180	8
182.1.231.175	2
249.128.28.58	3
221.84.176.194	9
155.66.41.127	6
154.51.150.243	8
241.9.250.82	6
232.55.167.231	8
121.186.89.44	7
223.136.1.3	7
195.178.39.191	4
134.12.29.209	7
122.194.230.11	4
160.17.109.95	9
242.52.141.252	9
168.221.79.145	11
67.117.193.53	4
71.165.70.212	4
102.129.6.235	7
153.167.19.253	6
14.195.85.59	7
119.67.246.78	3
38.38.148.11	7
193.216.155.173	4
32.162.234.121	4
76.127.126.236	8
83.75.97.95	3
150.7.117.242	5
169.101.197.62	10
171.87.40.213	4
247.81.18.1	1
246.37.250.76	7
139.209.114.186	4
30.27.107.150	5
16.54.245.71	8
65.154.64.186	8
137.26.67.221	4
157.42.195.134	5
57.25.251.11	10
9.163.27.154	11
22.145.187.127	10
142.50.68.8	6
148.248.72.68	11
54.17.202.61	4
93.32.99.144	6
239.142.120.12	5
93.233.52.192	5
44.160.118.44	14
231.220.113.250	4
206.150.142.218	6
106.212.115.141	4
78.120.164.230	5
235.13.183.52	9
114.164.68.109	12
154.167.199.251	2
145.174.111.174	3
14.62.235.241	9
178.176.145.49	10
22.94.219.180	8
105.11.143.208	7
90.89.133.159	6
123.136.143.41	6
148.187.95.179	5
222.241.55.80	8
223.195.185.213	5
227.68.129.241	5
241.21.182.79	8
138.53.235.85	4
158.145.250.125	12
21.154.27.133	8
13.70.220.209	5
49.213.222.123	6
110.199.136.210	8
116.11.169.50	11
216.197.170.217	9
155.48.246.147	5
224.162.121.166	10
180.100.133.31	5
252.182.206.42	7
231.56.198.203	10
159.210.6.49	7
157.221.114.235	7
63.58.224.208	7
77.75.177.12	3
66.68.246.183	4
81.30.30.198	7
125.189.143.131	12
192.87.156.68	3
227.239.168.134	8
4.131.6.26	4
42.12.83.203	8
213.23.236.133	5
69.90.4.249	6
219.34.29.50	8
115.161.185.93	6
233.56.207.249	4
194.230.254.229	16
236.11.35.244	7
134.58.4.8	11
241.188.101.236	7
134.205.201.229	5
82.205.243.96	7
183.75.133.28	8
56.5.190.240	6
131.153.100.132	7
73.222.220.52	11
154.232.187.69	5
30.120.91.104	5
8.6.131.70	10
9.147.49.225	8
49.56.247.219	11
64.100.66.220	8
93.155.201.4	7
196.71.136.156	6
28.245.38.190	8
81.246.26.6	4
155.142.222.66	9
210.85.189.17	1
194.182.219.58	10
196.29.88.224	11
191.204.43.228	2
224.53.174.215	4
246.116.24.159	7
239.78.64.178	6
127.213.22.26	10
33.91.195.6	12
187.27.53.14	3
51.169.92.243	8
220.58.134.10	8
19.174.247.163	9
141.102.104.64	6
92.200.78.9	3
167.233.83.58	14
160.212.88.90	7
170.156.204.252	8
204.230.78.136	10
132.151.247.159	2
74.163.227.28	9
140.183.107.183	5
102.201.195.155	8
73.178.80.223	7
124.197.47.24	3
6.222.5.114	4
59.163.121.128	7
184.131.43.141	10
169.41.12.155	12
78.122.83.103	7
214.83.95.201	5
159.186.176.36	4
108.220.144.40	7
176.237.84.83	6
115.167.90.127	7
235.185.201.221	10
104.130.116.171	3
11.199.20.13	9
21.49.74.220	8
7.53.48.150	6
23.186.77.65	2
1.48.45.188	6
47.200.171.224	10
114.30.217.78	7
218.20.190.174	6
191.125.9.199	8
238.190.147.118	5
156.156.72.76	10
89.81.18.31	8
78.122.244.253	7
176.187.20.250	12
20.100.38.233	8
39.113.31.64	3
40.116.237.128	2
6.7.44.202	12
55.132.78.65	5
85.253.13.170	9
17.55.38.186	8
120.142.16.27	5
215.164.77.48	6
193.149.220.242	6
8.52.84.10	6
73.44.7.186	5
150.105.164.245	7
158.157.114.243	9
138.146.77.29	7
163.141.117.120	11
144.192.92.6	6
135.244.124.247	5
44.192.48.88	6
81.201.27.160	6
109.187.55.49	6
199.163.79.180	6
86.220.161.222	4
199.243.49.40	8
10.70.188.197	7
18.250.172.221	11
60.239.117.254	10
61.113.217.54	5
15.133.168.145	7
86.203.151.254	2
43.34.198.178	8
49.49.91.4	7
102.126.59.162	5
160.155.240.162	6
211.234.138.19	7
222.38.209.49	3
79.123.181.208	4
233.83.223.89	5
62.6.214.218	2
10.189.121.253	6
102.52.229.127	8
69.41.209.192	8
96.185.189.162	7
158.191.84.107	6
131.140.8.192	4
97.76.20.39	9
124.83.47.235	9
38.65.178.210	7
138.231.200.66	7
183.145.25.220	7
222.175.163.26	10
209.121.140.162	6
135.144.25.67	4
215.35.252.79	7
168.188.59.186	7
171.81.75.203	9
172.230.57.31	4
121.211.207.253	7
242.149.81.146	6
23.78.135.4	8
70.153.111.236	5
106.18.83.11	7
6.10.125.216	14
130.253.75.212	4
191.252.157.99	3
25.210.189.65	11
12.20.174.168	6
83.57.147.84	7
99.126.216.77	11
161.135.78.3	6
165.184.28.104	10
208.218.51.47	4
32.208.169.241	8
108.175.16.122	13
205.17.213.189	3
216.28.117.43	7
26.125.32.179	5
242.245.169.120	6
42.188.179.170	8
98.146.43.150	9
31.232.172.100	7
248.9.46.87	9
250.68.217.155	4
129.127.84.83	6
252.3.50.199	11
254.10.33.144	7
165.75.109.77	6
163.9.254.205	7
179.87.222.195	8
201.244.163.85	6
113.59.147.100	13
149.214.200.54	7
203.169.75.126	9
27.204.65.95	5
226.140.165.106	5
230.109.248.109	7
214.161.82.151	6
31.169.192.219	5
92.94.160.205	6
200.163.169.186	7
210.156.29.38	8
36.50.133.180	7
69.3.246.14	3
31.57.9.160	6
108.238.136.124	5
164.20.102.149	14
221.63.175.226	8
155.169.244.43	7
53.233.64.214	5
6.202.74.81	4
69.54.25.17	7
83.18.15.92	8
90.238.88.132	6
135.169.103.106	5
18.54.188.215	9
45.142.63.239	5
12.34.174.43	5
12.93.226.71	8
10.95.92.76	12
46.32.99.160	7
87.145.48.143	10
116.234.133.222	4
121.83.86.127	7
51.189.51.91	3
133.250.79.173	9
72.146.102.92	4
98.116.125.136	5
143.20.253.214	6
159.124.129.183	5
189.169.90.61	5
202.83.113.231	8
192.220.244.222	5
15.105.156.90	5
153.1.180.149	6
70.78.75.84	7
199.233.219.230	9
173.239.217.145	4
239.252.142.155	14
248.178.57.160	4
1.143.214.187	8
181.42.143.53	9
128.237.233.186	4
13.21.133.9	6
119.2.148.188	3
181.143.173.168	7
11.102.252.152	9
29.132.159.16	8
199.113.127.233	6
40.50.178.129	9
175.252.157.137	4
84.127.79.49	5
118.200.36.182	7
125.196.241.253	8
198.253.15.134	4
204.100.108.111	8
240.26.120.182	5
209.71.20.44	5
5.127.162.172	7
209.195.38.224	5
4.207.84.30	9
43.155.30.25	7
57.251.25.222	5
213.124.243.137	6
213.231.184.138	10
44.50.224.202	6
17.135.167.155	8
119.245.40.13	8
221.58.176.234	8
221.127.226.4	6
33.117.53.128	11
228.38.3.48	1
118.144.226.227	6
230.186.28.104	3
234.29.202.171	2
35.4.155.242	6
174.54.184.80	4
56.107.168.164	7
70.152.57.142	5
187.32.17.114	6
60.100.150.209	6
34.151.63.235	4
95.128.28.67	6
214.157.62.250	8
226.63.9.243	10
28.28.103.14	4
167.32.43.199	10
220.21.168.147	5
42.186.1.118	8
2.123.73.92	7
10.114.14.226	3
28.162.59.50	12
64.30.95.222	12
85.52.215.191	5
101.106.163.12	9
138.16.49.39	9
177.245.51.132	4
132.1.221.36	3
232.5.188.150	6
101.254.49.10	6
237.56.49.240	7
237.248.75.6	9
191.23.250.254	4
241.240.154.211	10
242.234.144.135	5
212.20.163.220	11
99.156.168.113	10
8.138.212.64	5
93.71.105.90	5
48.110.97.250	7
65.222.214.136	10
117.154.220.93	8
120.174.3.100	6
128.190.73.75	7
85.235.251.106	4
139.191.254.206	9
190.177.80.101	2
161.49.20.77	10
167.228.231.16	5
174.178.48.176	2
243.126.53.208	5
246.21.55.247	5
250.219.93.187	13
60.22.143.5	3
61.67.229.12	4
165.67.66.95	2
195.46.250.40	4
199.226.178.99	12
76.164.226.6	8
124.71.134.181	8
45.76.179.3	6
249.215.127.25	7
196.238.181.157	6
152.9.42.194	8
3.2.224.27	10
231.188.232.200	13
5.1.34.92	10
13.36.108.43	8
72.181.189.62	8
120.8.48.182	8
156.41.180.107	4
112.71.7.46	6
9.105.88.249	5
24.71.30.100	9
60.3.53.109	6
132.59.32.77	6
59.210.86.159	3
152.250.169.206	6
62.123.17.6	4
149.154.155.51	7
164.134.32.200	7
4.106.120.90	6
187.15.30.190	5
223.103.226.175	11
227.185.179.222	8
169.148.53.57	3
1.241.129.170	11
65.23.64.127	6
38.97.6.58	8
131.183.219.215	10
118.107.205.65	5
50.218.27.134	13
155.58.23.108	6
178.101.93.61	8
8.150.143.141	10
40.130.218.190	11
69.56.192.242	6
156.2.227.165	7
213.78.202.19	9
174.25.223.36	6
165.106.16.152	5
245.174.41.154	10
46.81.194.195	8
84.171.148.96	7
144.247.177.199	3
245.252.84.31	4
103.192.228.183	2
43.242.5.45	9
48.22.117.79	7
51.235.214.145	8
53.103.155.130	3
47.93.44.28	8
101.196.195.217	6
196.7.162.39	3
93.105.248.169	6
110.168.183.251	6
74.178.59.89	7
49.8.23.230	5
55.68.36.28	4
141.120.174.121	7
236.164.112.237	12
69.33.151.3	9
247.36.249.113	3
248.245.163.88	6
29.28.143.32	8
249.201.82.239	2
84.243.89.185	8
251.243.184.140	3
29.70.127.110	7
69.34.150.77	7
79.241.13.228	11
147.206.89.28	4
215.248.228.103	8
124.147.153.106	8
63.17.98.105	8
112.94.82.109	8
118.96.92.37	4
200.39.252.219	3
200.72.190.240	7
13.184.222.42	5
85.189.115.250	2
87.155.194.43	11
53.71.2.73	9
115.239.77.167	9
91.151.16.189	8
124.59.86.110	8
224.234.179.251	5
102.19.211.219	6
29.3.105.28	7
83.210.135.174	7
85.74.213.202	6
158.176.161.84	10
190.44.85.68	5
196.244.225.90	2
2.8.170.105	3
165.187.114.235	5
47.195.213.19	4
86.40.36.79	4
227.71.174.53	6
206.201.95.71	10
228.127.97.149	5
22.181.152.1	6
110.15.37.135	7
193.141.165.174	7
108.105.21.112	8
231.75.181.9	5
238.107.134.14	5
218.52.175.11	7
226.215.192.146	9
239.61.245.222	8
249.176.201.205	7
182.253.3.27	7
212.56.251.229	8
116.22.181.41	2
112.121.42.11	7
252.66.8.140	6
45.5.50.201	9
155.118.32.143	4
157.213.206.107	11
22.20.29.13	8
160.118.68.4	8
173.146.246.198	9
252.140.250.160	2
198.121.178.214	10
29.17.46.250	8
9.200.221.54	6
113.167.217.236	4
151.119.197.221	11
175.192.190.46	6
179.164.109.137	15
226.25.31.175	5
66.167.198.201	4
95.138.217.116	5
196.191.243.25	6
250.75.89.224	7
252.57.150.48	11
233.179.150.174	6
129.155.1.156	6
204.246.183.6	8
42.56.153.228	3
136.227.24.103	5
48.118.129.158	8
39.243.87.67	6
188.135.52.35	3
69.139.201.67	6
132.199.27.155	9
77.60.43.47	11
215.144.41.50	5
64.65.27.99	6
83.49.23.142	6
232.105.224.36	9
52.134.91.102	3
77.197.166.50	10
100.169.229.160	7
104.24.249.31	4
114.40.228.22	9
125.183.28.46	7
142.21.77.246	6
206.100.175.74	4
19.85.123.182	4
183.73.38.44	13
250.214.148.158	9
104.134.85.104	7
36.54.135.7	5
119.246.3.166	6
100.89.118.219	6
67.177.124.141	8
144.145.135.28	12
161.177.135.177	9
125.115.29.99	5
197.191.109.55	8
145.198.80.189	5
199.64.55.227	2
208.173.194.9	5
182.228.120.227	2
100.229.122.3	6
236.197.170.176	7
53.254.199.248	7
212.63.130.78	3
15.148.114.189	11
146.109.64.126	8
47.93.44.60	8
112.149.222.4	6
49.133.31.139	7
58.8.163.7	8
73.82.236.177	7
160.218.200.113	6
83.163.40.224	5
192.66.27.135	6
85.87.86.32	3
149.196.197.224	4
89.243.120.31	7
100.10.122.43	12
164.224.30.171	7
57.33.43.201	10
88.145.190.121	6
63.141.113.60	4
120.213.166.127	5
163.91.110.123	6
188.210.41.86	5
194.113.27.116	4
7.90.35.25	6
177.117.185.171	8
50.71.158.231	8
26.109.133.98	6
61.26.183.71	7
189.166.62.220	4
203.94.227.43	7
208.50.49.171	8
213.141.104.110	7
24.79.192.244	8
34.116.38.151	4
54.120.42.141	6
141.8.66.16	4
103.216.33.108	9
214.183.96.139	7
25.95.32.31	6
171.100.154.84	5
240.220.39.61	5
11.110.97.148	12
10.45.34.23	7
254.70.170.89	7
205.11.117.164	9
243.56.84.81	9
243.96.13.145	5
94.33.115.77	6
138.127.137.4	7
40.156.92.51	4
207.4.5.180	9
242.41.168.219	4
135.225.112.56	9
155.128.175.133	4
161.241.90.23	10
203.17.203.159	5
25.47.186.88	9
80.245.226.234	6
99.196.228.23	6
234.177.61.91	6
174.13.97.113	4
251.175.189.163	8
165.173.50.254	7
236.95.162.189	6
107.248.57.246	7
253.133.121.137	5
115.220.234.32	9
47.222.116.157	5
61.231.14.144	6
115.108.16.41	9
74.158.43.184	6
133.26.221.131	8
179.164.63.54	10
186.150.158.7	9
6.226.102.24	7
141.57.117.245	6
89.60.25.100	9
145.229.176.236	4
229.101.53.7	6
77.8.73.176	8
247.55.234.107	9
248.253.18.86	2
11.122.39.77	4
185.164.249.60	4
67.88.70.38	5
180.242.147.2	7
231.40.148.82	14
234.137.21.9	4
183.86.129.160	6
24.195.176.227	4
137.61.197.144	8
247.140.19.36	8
225.155.253.62	2
6.245.143.253	8
39.24.10.62	9
93.89.59.207	11
226.173.234.227	8
237.73.250.68	12
181.29.6.180	10
236.75.98.9	13
59.166.108.42	8
39.222.201.154	13
53.102.195.190	10
143.183.54.125	5
172.66.235.222	3
220.57.75.106	8
1.163.24.16	4
152.168.34.158	13
192.47.46.220	7
241.223.85.245	8
86.34.30.170	4
61.200.143.17	8
7.227.57.88	5
34.73.184.76	10
52.46.137.52	7
56.9.78.125	7
120.178.88.207	9
177.136.44.245	12
180.205.250.238	1
235.53.159.118	6
19.105.189.79	6
70.21.20.223	7
86.76.96.141	11
40.77.144.190	7
135.134.118.81	6
30.56.136.124	9
184.170.88.177	5
36.83.59.164	9
78.129.76.18	14
47.80.165.161	6
118.107.139.239	3
161.59.182.82	3
31.89.142.55	4
114.4.249.91	6
193.15.177.105	7
120.66.139.18	5
204.6.156.188	9
65.92.81.220	6
97.152.97.254	10
210.96.211.205	9
85.46.238.176	5
62.254.42.6	5
73.84.62.19	9
98.162.185.164	5
126.99.24.131	9
130.83.190.90	6
20.155.103.218	7
144.116.20.106	8
211.206.14.182	6
6.151.51.40	5
212.168.251.174	6
25.62.204.79	8
216.210.162.47	10
130.217.116.58	5
231.44.29.244	7
92.36.52.127	4
203.17.52.45	10
167.164.224.238	7
132.162.146.158	1
167.219.128.206	5
170.59.136.85	9
146.247.4.155	7
213.127.82.198	4
171.141.78.49	6
119.26.45.55	7
63.38.78.107	8
57.191.29.150	6
114.222.46.184	8
133.228.124.144	7
160.63.24.253	9
241.225.185.186	11
11.161.43.17	8
244.73.93.57	8
244.186.5.76	3
248.247.51.7	12
101.78.42.68	14
250.252.40.15	7
45.213.225.210	6
209.114.149.207	6
217.39.117.158	13
252.71.19.63	7
252.183.49.105	8
187.105.151.70	6
198.120.121.209	5
76.91.86.104	6
207.38.80.204	13
218.96.240.49	11
145.9.20.215	8
218.47.254.107	9
221.247.48.29	9
